id,ref_count,year,year_ref,doc_type,n_citation_ref,n_citation,n_citation_ref_count,Point
84954735,14,14,14,14,14,14,14,14
48316484,14,14,14,14,14,14,14,14
84879536,14,14,14,14,14,14,14,14
61323963,14,14,14,14,14,14,14,14
132086957,14,14,14,14,14,14,14,14
48282147,14,14,14,14,14,14,14,14
153345633,14,14,14,14,14,14,14,14
84556524,14,14,14,14,14,14,14,14
153346549,14,14,14,14,14,14,14,14
84563916,14,14,14,14,14,14,14,14
28714114,14,14,14,14,14,14,14,14
84597476,14,14,14,14,14,14,14,14
153369064,14,14,14,14,14,14,14,14
84636783,14,14,14,14,14,14,14,14
132032761,14,14,14,14,14,14,14,14
61303359,14,14,14,14,14,14,14,14
84711077,14,14,14,14,14,14,14,14
131991483,14,14,14,14,14,14,14,14
84780479,14,14,14,14,14,14,14,14
28532327,14,14,14,14,14,14,14,14
86796073,14,14,14,14,14,14,14,14
86802595,14,14,14,14,14,14,14,14
49122120,14,14,14,14,14,14,14,14
88601141,14,14,14,14,14,14,14,14
154594901,14,14,14,14,14,14,14,14
48965536,14,14,14,14,14,14,14,14
60519195,14,14,14,14,14,14,14,14
48978211,14,14,14,14,14,14,14,14
145468176,14,14,14,14,14,14,14,14
148642210,14,14,14,14,14,14,14,14
25253903,14,14,14,14,14,14,14,14
141121936,14,14,14,14,14,14,14,14
25239478,14,14,14,14,14,14,14,14
60530214,14,14,14,14,14,14,14,14
137588977,14,14,14,14,14,14,14,14
49007063,14,14,14,14,14,14,14,14
25179410,14,14,14,14,14,14,14,14
88676196,14,14,14,14,14,14,14,14
145456120,14,14,14,14,14,14,14,14
45779715,14,14,14,14,14,14,14,14
60481426,14,14,14,14,14,14,14,14
88694106,14,14,14,14,14,14,14,14
130640788,14,14,14,14,14,14,14,14
25359598,14,14,14,14,14,14,14,14
148624122,14,14,14,14,14,14,14,14
25458171,14,14,14,14,14,14,14,14
154491194,14,14,14,14,14,14,14,14
25544530,14,14,14,14,14,14,14,14
154496864,14,14,14,14,14,14,14,14
25532440,14,14,14,14,14,14,14,14
130705246,14,14,14,14,14,14,14,14
145489496,14,14,14,14,14,14,14,14
60546471,14,14,14,14,14,14,14,14
130685149,14,14,14,14,14,14,14,14
88317693,14,14,14,14,14,14,14,14
130649202,14,14,14,14,14,14,14,14
88328880,14,14,14,14,14,14,14,14
25442254,14,14,14,14,14,14,14,14
60538375,14,14,14,14,14,14,14,14
88348165,14,14,14,14,14,14,14,14
88368576,14,14,14,14,14,14,14,14
88391076,14,14,14,14,14,14,14,14
25379672,14,14,14,14,14,14,14,14
88442622,14,14,14,14,14,14,14,14
130529780,14,14,14,14,14,14,14,14
88773069,14,14,14,14,14,14,14,14
26826711,14,14,14,14,14,14,14,14
24706290,14,14,14,14,14,14,14,14
139668830,14,14,14,14,14,14,14,14
24792943,14,14,14,14,14,14,14,14
41202318,14,14,14,14,14,14,14,14
69732983,14,14,14,14,14,14,14,14
41216493,14,14,14,14,14,14,14,14
64231200,14,14,14,14,14,14,14,14
154813813,14,14,14,14,14,14,14,14
24708225,14,14,14,14,14,14,14,14
69716800,14,14,14,14,14,14,14,14
24882511,14,14,14,14,14,14,14,14
89175885,14,14,14,14,14,14,14,14
89177647,14,14,14,14,14,14,14,14
24642671,14,14,14,14,14,14,14,14
49110923,14,14,14,14,14,14,14,14
89226271,14,14,14,14,14,14,14,14
130348316,14,14,14,14,14,14,14,14
24635339,14,14,14,14,14,14,14,14
24629104,14,14,14,14,14,14,14,14
24842613,14,14,14,14,14,14,14,14
154749848,14,14,14,14,14,14,14,14
154677184,14,14,14,14,14,14,14,14
88857348,14,14,14,14,14,14,14,14
88785775,14,14,14,14,14,14,14,14
25072248,14,14,14,14,14,14,14,14
64226831,14,14,14,14,14,14,14,14
154717395,14,14,14,14,14,14,14,14
130512541,14,14,14,14,14,14,14,14
60448440,14,14,14,14,14,14,14,14
25034683,14,14,14,14,14,14,14,14
88849790,14,14,14,14,14,14,14,14
24997716,14,14,14,14,14,14,14,14
130467167,14,14,14,14,14,14,14,14
88874158,14,14,14,14,14,14,14,14
154742131,14,14,14,14,14,14,14,14
88923004,14,14,14,14,14,14,14,14
154744355,14,14,14,14,14,14,14,14
130470821,14,14,14,14,14,14,14,14
60440482,14,14,14,14,14,14,14,14
130469928,14,14,14,14,14,14,14,14
148620823,14,14,14,14,14,14,14,14
25564913,14,14,14,14,14,14,14,14
25571559,14,14,14,14,14,14,14,14
88203981,14,14,14,14,14,14,14,14
87318396,14,14,14,14,14,14,14,14
40949796,14,14,14,14,14,14,14,14
26488867,14,14,14,14,14,14,14,14
87154115,14,14,14,14,14,14,14,14
87188743,14,14,14,14,14,14,14,14
87200583,14,14,14,14,14,14,14,14
154167777,14,14,14,14,14,14,14,14
26428638,14,14,14,14,14,14,14,14
26397778,14,14,14,14,14,14,14,14
87321833,14,14,14,14,14,14,14,14
48731522,14,14,14,14,14,14,14,14
131022171,14,14,14,14,14,14,14,14
131016791,14,14,14,14,14,14,14,14
60744696,14,14,14,14,14,14,14,14
45818601,14,14,14,14,14,14,14,14
60736396,14,14,14,14,14,14,14,14
26221190,14,14,14,14,14,14,14,14
87449353,14,14,14,14,14,14,14,14
130960260,14,14,14,14,14,14,14,14
40948401,14,14,14,14,14,14,14,14
154127717,14,14,14,14,14,14,14,14
25589808,14,14,14,14,14,14,14,14
154064755,14,14,14,14,14,14,14,14
26787584,14,14,14,14,14,14,14,14
26780761,14,14,14,14,14,14,14,14
26763985,14,14,14,14,14,14,14,14
40918380,14,14,14,14,14,14,14,14
60817130,14,14,14,14,14,14,14,14
48698472,14,14,14,14,14,14,14,14
86898127,14,14,14,14,14,14,14,14
86906490,14,14,14,14,14,14,14,14
60810675,14,14,14,14,14,14,14,14
154123674,14,14,14,14,14,14,14,14
154084981,14,14,14,14,14,14,14,14
60805195,14,14,14,14,14,14,14,14
131149777,14,14,14,14,14,14,14,14
26633915,14,14,14,14,14,14,14,14
139679001,14,14,14,14,14,14,14,14
87027658,14,14,14,14,14,14,14,14
87031003,14,14,14,14,14,14,14,14
87035793,14,14,14,14,14,14,14,14
64186914,14,14,14,14,14,14,14,14
87476164,14,14,14,14,14,14,14,14
87502754,14,14,14,14,14,14,14,14
25747497,14,14,14,14,14,14,14,14
154393378,14,14,14,14,14,14,14,14
154400449,14,14,14,14,14,14,14,14
87858222,14,14,14,14,14,14,14,14
87881580,14,14,14,14,14,14,14,14
25818980,14,14,14,14,14,14,14,14
25801494,14,14,14,14,14,14,14,14
25793109,14,14,14,14,14,14,14,14
87911540,14,14,14,14,14,14,14,14
137553890,14,14,14,14,14,14,14,14
26171437,14,14,14,14,14,14,14,14
18204529,14,14,14,14,14,14,14,14
154438632,14,14,14,14,14,14,14,14
48921352,14,14,14,14,14,14,14,14
88085215,14,14,14,14,14,14,14,14
88127792,14,14,14,14,14,14,14,14
130734367,14,14,14,14,14,14,14,14
141086199,14,14,14,14,14,14,14,14
25590236,14,14,14,14,14,14,14,14
48865958,14,14,14,14,14,14,14,14
69875815,14,14,14,14,14,14,14,14
25877563,14,14,14,14,14,14,14,14
146833382,14,14,14,14,14,14,14,14
26126212,14,14,14,14,14,14,14,14
69931367,14,14,14,14,14,14,14,14
26123270,14,14,14,14,14,14,14,14
26119136,14,14,14,14,14,14,14,14
41005769,14,14,14,14,14,14,14,14
87597838,14,14,14,14,14,14,14,14
26067794,14,14,14,14,14,14,14,14
87654352,14,14,14,14,14,14,14,14
148682849,14,14,14,14,14,14,14,14
145543306,14,14,14,14,14,14,14,14
154333619,14,14,14,14,14,14,14,14
26010077,14,14,14,14,14,14,14,14
69918181,14,14,14,14,14,14,14,14
69909793,14,14,14,14,14,14,14,14
87695836,14,14,14,14,14,14,14,14
87748611,14,14,14,14,14,14,14,14
137549348,14,14,14,14,14,14,14,14
153114104,14,14,14,14,14,14,14,14
83883418,14,14,14,14,14,14,14,14
29348749,14,14,14,14,14,14,14,14
32524939,14,14,14,14,14,14,14,14
80156085,14,14,14,14,14,14,14,14
80157291,14,14,14,14,14,14,14,14
80165247,14,14,14,14,14,14,14,14
62251518,14,14,14,14,14,14,14,14
80183829,14,14,14,14,14,14,14,14
62245549,14,14,14,14,14,14,14,14
146090939,14,14,14,14,14,14,14,14
32525627,14,14,14,14,14,14,14,14
47544770,14,14,14,14,14,14,14,14
32608275,14,14,14,14,14,14,14,14
32487714,14,14,14,14,14,14,14,14
32483372,14,14,14,14,14,14,14,14
32466989,14,14,14,14,14,14,14,14
71049607,14,14,14,14,14,14,14,14
32454662,14,14,14,14,14,14,14,14
80310822,14,14,14,14,14,14,14,14
80314536,14,14,14,14,14,14,14,14
32433637,14,14,14,14,14,14,14,14
40219757,14,14,14,14,14,14,14,14
80113825,14,14,14,14,14,14,14,14
133641898,14,14,14,14,14,14,14,14
79885194,14,14,14,14,14,14,14,14
32954550,14,14,14,14,14,14,14,14
133848703,14,14,14,14,14,14,14,14
149034516,14,14,14,14,14,14,14,14
32836389,14,14,14,14,14,14,14,14
79811433,14,14,14,14,14,14,14,14
79820356,14,14,14,14,14,14,14,14
32828536,14,14,14,14,14,14,14,14
32822549,14,14,14,14,14,14,14,14
32766035,14,14,14,14,14,14,14,14
71075600,14,14,14,14,14,14,14,14
79954320,14,14,14,14,14,14,14,14
32737931,14,14,14,14,14,14,14,14
133759752,14,14,14,14,14,14,14,14
47490523,14,14,14,14,14,14,14,14
151947168,14,14,14,14,14,14,14,14
62276109,14,14,14,14,14,14,14,14
133741120,14,14,14,14,14,14,14,14
151954861,14,14,14,14,14,14,14,14
40247320,14,14,14,14,14,14,14,14
152031365,14,14,14,14,14,14,14,14
83853472,14,14,14,14,14,14,14,14
47649753,14,14,14,14,14,14,14,14
32034402,14,14,14,14,14,14,14,14
80758727,14,14,14,14,14,14,14,14
80788665,14,14,14,14,14,14,14,14
133455360,14,14,14,14,14,14,14,14
133427875,14,14,14,14,14,14,14,14
80846267,14,14,14,14,14,14,14,14
47638121,14,14,14,14,14,14,14,14
31948700,14,14,14,14,14,14,14,14
80897917,14,14,14,14,14,14,14,14
62158667,14,14,14,14,14,14,14,14
31915735,14,14,14,14,14,14,14,14
80935081,14,14,14,14,14,14,14,14
62129357,14,14,14,14,14,14,14,14
62125437,14,14,14,14,14,14,14,14
80982240,14,14,14,14,14,14,14,14
140550249,14,14,14,14,14,14,14,14
81003332,14,14,14,14,14,14,14,14
81023442,14,14,14,14,14,14,14,14
152187243,14,14,14,14,14,14,14,14
32074478,14,14,14,14,14,14,14,14
152042506,14,14,14,14,14,14,14,14
80476461,14,14,14,14,14,14,14,14
80426931,14,14,14,14,14,14,14,14
32327125,14,14,14,14,14,14,14,14
146073968,14,14,14,14,14,14,14,14
47583118,14,14,14,14,14,14,14,14
80466363,14,14,14,14,14,14,14,14
152073329,14,14,14,14,14,14,14,14
32282251,14,14,14,14,14,14,14,14
146072112,14,14,14,14,14,14,14,14
80500949,14,14,14,14,14,14,14,14
80721928,14,14,14,14,14,14,14,14
62191686,14,14,14,14,14,14,14,14
71008611,14,14,14,14,14,14,14,14
146057983,14,14,14,14,14,14,14,14
80599817,14,14,14,14,14,14,14,14
80611473,14,14,14,14,14,14,14,14
80656689,14,14,14,14,14,14,14,14
80656924,14,14,14,14,14,14,14,14
80679670,14,14,14,14,14,14,14,14
47450952,14,14,14,14,14,14,14,14
151849665,14,14,14,14,14,14,14,14
133865477,14,14,14,14,14,14,14,14
63983274,14,14,14,14,14,14,14,14
78635179,14,14,14,14,14,14,14,14
140392046,14,14,14,14,14,14,14,14
33887417,14,14,14,14,14,14,14,14
78670337,14,14,14,14,14,14,14,14
71294447,14,14,14,14,14,14,14,14
33830653,14,14,14,14,14,14,14,14
78752752,14,14,14,14,14,14,14,14
33808135,14,14,14,14,14,14,14,14
151515220,14,14,14,14,14,14,14,14
134314029,14,14,14,14,14,14,14,14
134229046,14,14,14,14,14,14,14,14
151527574,14,14,14,14,14,14,14,14
40073972,14,14,14,14,14,14,14,14
134166032,14,14,14,14,14,14,14,14
33677238,14,14,14,14,14,14,14,14
151593980,14,14,14,14,14,14,14,14
78933876,14,14,14,14,14,14,14,14
134160240,14,14,14,14,14,14,14,14
134294448,14,14,14,14,14,14,14,14
78593052,14,14,14,14,14,14,14,14
151848191,14,14,14,14,14,14,14,14
63976920,14,14,14,14,14,14,14,14
47213494,14,14,14,14,14,14,14,14
62631087,14,14,14,14,14,14,14,14
34271810,14,14,14,14,14,14,14,14
47218327,14,14,14,14,14,14,14,14
78369230,14,14,14,14,14,14,14,14
63975151,14,14,14,14,14,14,14,14
134389260,14,14,14,14,14,14,14,14
78394579,14,14,14,14,14,14,14,14
78427139,14,14,14,14,14,14,14,14
78591124,14,14,14,14,14,14,14,14
62611866,14,14,14,14,14,14,14,14
78461710,14,14,14,14,14,14,14,14
47248985,14,14,14,14,14,14,14,14
34123757,14,14,14,14,14,14,14,14
34020879,14,14,14,14,14,14,14,14
34013550,14,14,14,14,14,14,14,14
151452752,14,14,14,14,14,14,14,14
62569451,14,14,14,14,14,14,14,14
78944170,14,14,14,14,14,14,14,14
47330186,14,14,14,14,14,14,14,14
78979540,14,14,14,14,14,14,14,14
79581242,14,14,14,14,14,14,14,14
79397898,14,14,14,14,14,14,14,14
79443069,14,14,14,14,14,14,14,14
47384468,14,14,14,14,14,14,14,14
133987421,14,14,14,14,14,14,14,14
146765414,14,14,14,14,14,14,14,14
151767213,14,14,14,14,14,14,14,14
47387633,14,14,14,14,14,14,14,14
79477078,14,14,14,14,14,14,14,14
33105495,14,14,14,14,14,14,14,14
33602391,14,14,14,14,14,14,14,14
133916715,14,14,14,14,14,14,14,14
133909868,14,14,14,14,14,14,14,14
133892736,14,14,14,14,14,14,14,14
33014818,14,14,14,14,14,14,14,14
40171323,14,14,14,14,14,14,14,14
136995626,14,14,14,14,14,14,14,14
33001676,14,14,14,14,14,14,14,14
62371068,14,14,14,14,14,14,14,14
33277764,14,14,14,14,14,14,14,14
33296041,14,14,14,14,14,14,14,14
79324960,14,14,14,14,14,14,14,14
151703095,14,14,14,14,14,14,14,14
47342469,14,14,14,14,14,14,14,14
134118545,14,14,14,14,14,14,14,14
62470022,14,14,14,14,14,14,14,14
62465263,14,14,14,14,14,14,14,14
136967709,14,14,14,14,14,14,14,14
134093781,14,14,14,14,14,14,14,14
33544593,14,14,14,14,14,14,14,14
79177045,14,14,14,14,14,14,14,14
33467091,14,14,14,14,14,14,14,14
151666193,14,14,14,14,14,14,14,14
33445057,14,14,14,14,14,14,14,14
151678664,14,14,14,14,14,14,14,14
79268751,14,14,14,14,14,14,14,14
140417991,14,14,14,14,14,14,14,14
146158000,14,14,14,14,14,14,14,14
47378295,14,14,14,14,14,14,14,14
33334734,14,14,14,14,14,14,14,14
81032136,14,14,14,14,14,14,14,14
31765214,14,14,14,14,14,14,14,14
133341347,14,14,14,14,14,14,14,14
83091928,14,14,14,14,14,14,14,14
30129661,14,14,14,14,14,14,14,14
30105824,14,14,14,14,14,14,14,14
48001396,14,14,14,14,14,14,14,14
137192447,14,14,14,14,14,14,14,14
132654833,14,14,14,14,14,14,14,14
30077175,14,14,14,14,14,14,14,14
132607418,14,14,14,14,14,14,14,14
61692794,14,14,14,14,14,14,14,14
145848708,14,14,14,14,14,14,14,14
82865433,14,14,14,14,14,14,14,14
83133245,14,14,14,14,14,14,14,14
83176397,14,14,14,14,14,14,14,14
48034541,14,14,14,14,14,14,14,14
29935650,14,14,14,14,14,14,14,14
61683233,14,14,14,14,14,14,14,14
83214440,14,14,14,14,14,14,14,14
29900142,14,14,14,14,14,14,14,14
29849901,14,14,14,14,14,14,14,14
30134925,14,14,14,14,14,14,14,14
82850172,14,14,14,14,14,14,14,14
82522755,14,14,14,14,14,14,14,14
82657569,14,14,14,14,14,14,14,14
30477982,14,14,14,14,14,14,14,14
30464726,14,14,14,14,14,14,14,14
132817159,14,14,14,14,14,14,14,14
152744715,14,14,14,14,14,14,14,14
82590734,14,14,14,14,14,14,14,14
132800330,14,14,14,14,14,14,14,14
82625727,14,14,14,14,14,14,14,14
40476888,14,14,14,14,14,14,14,14
132775144,14,14,14,14,14,14,14,14
61729217,14,14,14,14,14,14,14,14
82668499,14,14,14,14,14,14,14,14
152787217,14,14,14,14,14,14,14,14
132767901,14,14,14,14,14,14,14,14
82745589,14,14,14,14,14,14,14,14
30254738,14,14,14,14,14,14,14,14
82781359,14,14,14,14,14,14,14,14
30244277,14,14,14,14,14,14,14,14
30230766,14,14,14,14,14,14,14,14
152960333,14,14,14,14,14,14,14,14
61677024,14,14,14,14,14,14,14,14
29800906,14,14,14,14,14,14,14,14
83680090,14,14,14,14,14,14,14,14
83487498,14,14,14,14,14,14,14,14
29566387,14,14,14,14,14,14,14,14
83567114,14,14,14,14,14,14,14,14
29549517,14,14,14,14,14,14,14,14
132423355,14,14,14,14,14,14,14,14
29527150,14,14,14,14,14,14,14,14
83637641,14,14,14,14,14,14,14,14
61557004,14,14,14,14,14,14,14,14
70552735,14,14,14,14,14,14,14,14
48057338,14,14,14,14,14,14,14,14
48135411,14,14,14,14,14,14,14,14
132359473,14,14,14,14,14,14,14,14
140770024,14,14,14,14,14,14,14,14
61520888,14,14,14,14,14,14,14,14
132340504,14,14,14,14,14,14,14,14
29378102,14,14,14,14,14,14,14,14
29365515,14,14,14,14,14,14,14,14
153104840,14,14,14,14,14,14,14,14
83482797,14,14,14,14,14,14,14,14
29612862,14,14,14,14,14,14,14,14
137248688,14,14,14,14,14,14,14,14
153026071,14,14,14,14,14,14,14,14
132503104,14,14,14,14,14,14,14,14
83315733,14,14,14,14,14,14,14,14
152987446,14,14,14,14,14,14,14,14
48057756,14,14,14,14,14,14,14,14
140700356,14,14,14,14,14,14,14,14
132487297,14,14,14,14,14,14,14,14
29756976,14,14,14,14,14,14,14,14
83369396,14,14,14,14,14,14,14,14
132478694,14,14,14,14,14,14,14,14
83370810,14,14,14,14,14,14,14,14
29732391,14,14,14,14,14,14,14,14
132475728,14,14,14,14,14,14,14,14
61663770,14,14,14,14,14,14,14,14
132469308,14,14,14,14,14,14,14,14
48062085,14,14,14,14,14,14,14,14
132462703,14,14,14,14,14,14,14,14
29671405,14,14,14,14,14,14,14,14
82547360,14,14,14,14,14,14,14,14
82522217,14,14,14,14,14,14,14,14
31735291,14,14,14,14,14,14,14,14
137101549,14,14,14,14,14,14,14,14
133244914,14,14,14,14,14,14,14,14
81392389,14,14,14,14,14,14,14,14
31450623,14,14,14,14,14,14,14,14
70898038,14,14,14,14,14,14,14,14
81455068,14,14,14,14,14,14,14,14
31391789,14,14,14,14,14,14,14,14
133174814,14,14,14,14,14,14,14,14
31244350,14,14,14,14,14,14,14,14
31225881,14,14,14,14,14,14,14,14
40343472,14,14,14,14,14,14,14,14
31210883,14,14,14,14,14,14,14,14
31201067,14,14,14,14,14,14,14,14
81746891,14,14,14,14,14,14,14,14
81757345,14,14,14,14,14,14,14,14
133092865,14,14,14,14,14,14,14,14
152503210,14,14,14,14,14,14,14,14
137112649,14,14,14,14,14,14,14,14
61919113,14,14,14,14,14,14,14,14
31487974,14,14,14,14,14,14,14,14
40343007,14,14,14,14,14,14,14,14
30508661,14,14,14,14,14,14,14,14
152337165,14,14,14,14,14,14,14,14
81140875,14,14,14,14,14,14,14,14
81141143,14,14,14,14,14,14,14,14
133300031,14,14,14,14,14,14,14,14
31669040,14,14,14,14,14,14,14,14
81211621,14,14,14,14,14,14,14,14
31639379,14,14,14,14,14,14,14,14
81219414,14,14,14,14,14,14,14,14
31629904,14,14,14,14,14,14,14,14
137065004,14,14,14,14,14,14,14,14
137068469,14,14,14,14,14,14,14,14
81258314,14,14,14,14,14,14,14,14
140563942,14,14,14,14,14,14,14,14
140564672,14,14,14,14,14,14,14,14
62044866,14,14,14,14,14,14,14,14
47712707,14,14,14,14,14,14,14,14
70927353,14,14,14,14,14,14,14,14
31537693,14,14,14,14,14,14,14,14
31535402,14,14,14,14,14,14,14,14
152515096,14,14,14,14,14,14,14,14
81890807,14,14,14,14,14,14,14,14
81904938,14,14,14,14,14,14,14,14
82371799,14,14,14,14,14,14,14,14
152640443,14,14,14,14,14,14,14,14
30703390,14,14,14,14,14,14,14,14
82316006,14,14,14,14,14,14,14,14
152648462,14,14,14,14,14,14,14,14
30674699,14,14,14,14,14,14,14,14
82346763,14,14,14,14,14,14,14,14
40444869,14,14,14,14,14,14,14,14
30654624,14,14,14,14,14,14,14,14
61817049,14,14,14,14,14,14,14,14
133040239,14,14,14,14,14,14,14,14
30585784,14,14,14,14,14,14,14,14
132857017,14,14,14,14,14,14,14,14
82440427,14,14,14,14,14,14,14,14
82446582,14,14,14,14,14,14,14,14
132842715,14,14,14,14,14,14,14,14
82492461,14,14,14,14,14,14,14,14
82495825,14,14,14,14,14,14,14,14
82500413,14,14,14,14,14,14,14,14
30735984,14,14,14,14,14,14,14,14
82261834,14,14,14,14,14,14,14,14
82246255,14,14,14,14,14,14,14,14
30765679,14,14,14,14,14,14,14,14
30959536,14,14,14,14,14,14,14,14
30950763,14,14,14,14,14,14,14,14
133012749,14,14,14,14,14,14,14,14
82017794,14,14,14,14,14,14,14,14
132983583,14,14,14,14,14,14,14,14
61886053,14,14,14,14,14,14,14,14
30917776,14,14,14,14,14,14,14,14
82071435,14,14,14,14,14,14,14,14
82084596,14,14,14,14,14,14,14,14
45912042,14,14,14,14,14,14,14,14
30882180,14,14,14,14,14,14,14,14
132959452,14,14,14,14,14,14,14,14
30874405,14,14,14,14,14,14,14,14
47872119,14,14,14,14,14,14,14,14
82211948,14,14,14,14,14,14,14,14
152614483,14,14,14,14,14,14,14,14
30768373,14,14,14,14,14,14,14,14
89243483,14,14,14,14,14,14,14,14
154438057,14,14,14,14,14,14,14,14
24609781,14,14,14,14,14,14,14,14
21024707,14,14,14,14,14,14,14,14
41812857,14,14,14,14,14,14,14,14
128674980,14,14,14,14,14,14,14,14
93698805,14,14,14,14,14,14,14,14
69236643,14,14,14,14,14,14,14,14
93719868,14,14,14,14,14,14,14,14
145131776,14,14,14,14,14,14,14,14
49877012,14,14,14,14,14,14,14,14
59431316,14,14,14,14,14,14,14,14
128645000,14,14,14,14,14,14,14,14
59421965,14,14,14,14,14,14,14,14
69236537,14,14,14,14,14,14,14,14
20908190,14,14,14,14,14,14,14,14
156272707,14,14,14,14,14,14,14,14
20828189,14,14,14,14,14,14,14,14
93893350,14,14,14,14,14,14,14,14
93897293,14,14,14,14,14,14,14,14
156285755,14,14,14,14,14,14,14,14
20989690,14,14,14,14,14,14,14,14
93608020,14,14,14,14,14,14,14,14
94573690,14,14,14,14,14,14,14,14
93586510,14,14,14,14,14,14,14,14
93373151,14,14,14,14,14,14,14,14
59484667,14,14,14,14,14,14,14,14
21170504,14,14,14,14,14,14,14,14
41777355,14,14,14,14,14,14,14,14
141516288,14,14,14,14,14,14,14,14
21150094,14,14,14,14,14,14,14,14
128770234,14,14,14,14,14,14,14,14
128769907,14,14,14,14,14,14,14,14
156154507,14,14,14,14,14,14,14,14
21121717,14,14,14,14,14,14,14,14
21113628,14,14,14,14,14,14,14,14
41800834,14,14,14,14,14,14,14,14
21047492,14,14,14,14,14,14,14,14
21046952,14,14,14,14,14,14,14,14
93558233,14,14,14,14,14,14,14,14
21030356,14,14,14,14,14,14,14,14
148375557,14,14,14,14,14,14,14,14
156291002,14,14,14,14,14,14,14,14
59336826,14,14,14,14,14,14,14,14
93983272,14,14,14,14,14,14,14,14
156303288,14,14,14,14,14,14,14,14
20461600,14,14,14,14,14,14,14,14
156394525,14,14,14,14,14,14,14,14
20450839,14,14,14,14,14,14,14,14
20445756,14,14,14,14,14,14,14,14
128430150,14,14,14,14,14,14,14,14
156407141,14,14,14,14,14,14,14,14
156413454,14,14,14,14,14,14,14,14
59274497,14,14,14,14,14,14,14,14
94405832,14,14,14,14,14,14,14,14
94411846,14,14,14,14,14,14,14,14
20301286,14,14,14,14,14,14,14,14
20295167,14,14,14,14,14,14,14,14
64341160,14,14,14,14,14,14,14,14
20247389,14,14,14,14,14,14,14,14
20242457,14,14,14,14,14,14,14,14
128381163,14,14,14,14,14,14,14,14
20234709,14,14,14,14,14,14,14,14
20463012,14,14,14,14,14,14,14,14
20464582,14,14,14,14,14,14,14,14
20502757,14,14,14,14,14,14,14,14
69196856,14,14,14,14,14,14,14,14
137800908,14,14,14,14,14,14,14,14
49930306,14,14,14,14,14,14,14,14
20699419,14,14,14,14,14,14,14,14
156310938,14,14,14,14,14,14,14,14
41856789,14,14,14,14,14,14,14,14
94054824,14,14,14,14,14,14,14,14
128523043,14,14,14,14,14,14,14,14
145105387,14,14,14,14,14,14,14,14
94240892,14,14,14,14,14,14,14,14
145100470,14,14,14,14,14,14,14,14
156339453,14,14,14,14,14,14,14,14
45686864,14,14,14,14,14,14,14,14
20590834,14,14,14,14,14,14,14,14
94208514,14,14,14,14,14,14,14,14
156358176,14,14,14,14,14,14,14,14
137814691,14,14,14,14,14,14,14,14
128799357,14,14,14,14,14,14,14,14
21270243,14,14,14,14,14,14,14,14
128821530,14,14,14,14,14,14,14,14
92766012,14,14,14,14,14,14,14,14
21947637,14,14,14,14,14,14,14,14
21945695,14,14,14,14,14,14,14,14
21907718,14,14,14,14,14,14,14,14
155898646,14,14,14,14,14,14,14,14
92527438,14,14,14,14,14,14,14,14
92532996,14,14,14,14,14,14,14,14
92592034,14,14,14,14,14,14,14,14
59651199,14,14,14,14,14,14,14,14
45701614,14,14,14,14,14,14,14,14
21781193,14,14,14,14,14,14,14,14
129064949,14,14,14,14,14,14,14,14
21758939,14,14,14,14,14,14,14,14
59643531,14,14,14,14,14,14,14,14
92667322,14,14,14,14,14,14,14,14
92670508,14,14,14,14,14,14,14,14
59640247,14,14,14,14,14,14,14,14
129035963,14,14,14,14,14,14,14,14
129130484,14,14,14,14,14,14,14,14
41652956,14,14,14,14,14,14,14,14
49669629,14,14,14,14,14,14,14,14
92311202,14,14,14,14,14,14,14,14
22207527,14,14,14,14,14,14,14,14
92197395,14,14,14,14,14,14,14,14
22188305,14,14,14,14,14,14,14,14
92199906,14,14,14,14,14,14,14,14
22169944,14,14,14,14,14,14,14,14
92237647,14,14,14,14,14,14,14,14
92302539,14,14,14,14,14,14,14,14
22040386,14,14,14,14,14,14,14,14
92427928,14,14,14,14,14,14,14,14
92355099,14,14,14,14,14,14,14,14
129158694,14,14,14,14,14,14,14,14
92367420,14,14,14,14,14,14,14,14
155855159,14,14,14,14,14,14,14,14
21994701,14,14,14,14,14,14,14,14
92424514,14,14,14,14,14,14,14,14
92427664,14,14,14,14,14,14,14,14
148407472,14,14,14,14,14,14,14,14
155979645,14,14,14,14,14,14,14,14
156074570,14,14,14,14,14,14,14,14
92774798,14,14,14,14,14,14,14,14
21502159,14,14,14,14,14,14,14,14
21463511,14,14,14,14,14,14,14,14
59579818,14,14,14,14,14,14,14,14
21455059,14,14,14,14,14,14,14,14
141459290,14,14,14,14,14,14,14,14
59568047,14,14,14,14,14,14,14,14
93119711,14,14,14,14,14,14,14,14
21400906,14,14,14,14,14,14,14,14
69300324,14,14,14,14,14,14,14,14
49785687,14,14,14,14,14,14,14,14
93131224,14,14,14,14,14,14,14,14
21387679,14,14,14,14,14,14,14,14
59556450,14,14,14,14,14,14,14,14
93149295,14,14,14,14,14,14,14,14
156056545,14,14,14,14,14,14,14,14
141501480,14,14,14,14,14,14,14,14
21337280,14,14,14,14,14,14,14,14
21511165,14,14,14,14,14,14,14,14
64313606,14,14,14,14,14,14,14,14
92970947,14,14,14,14,14,14,14,14
41719745,14,14,14,14,14,14,14,14
59616490,14,14,14,14,14,14,14,14
21663854,14,14,14,14,14,14,14,14
92820232,14,14,14,14,14,14,14,14
137761082,14,14,14,14,14,14,14,14
