user_id,recommended_products
12823.0,"[(22197, 0.9999577), (23215, 0.9770025), (84879, 0.99931586), (22191, 0.9999702), (22361, 0.99231553), (84580, 0.9105296), (23163, 0.91654676), (23302, 0.9997434), (22423, 0.99967146), (21812, 0.9845317)]"
12824.0,"[(22191, 0.8842484), (21479, 0.9964474), (23203, 0.9872951), (22992, 0.8876464), (9008214, 1.0), (84584, 0.9998776), (23481, 1.0), (21503, 0.7781837), (21555, 0.9999999), (22964, 1.0)]"
12826.0,"[(22191, 0.99999535), (22561, 0.99841475), (22991, 0.9832283), (22197, 0.9974704), (22783, 0.9872192), (22927, 0.88074803), (22788, 0.99955016), (20837, 0.9974688), (20686, 0.9999999), (84949, 0.99921536)]"
12827.0,"[(23203, 0.99696356), (21731, 0.999288), (21479, 0.99994624), (21430, 0.9999441), (72817, 0.99975497), (22564, 0.99951303), (23293, 0.9999995), (22947, 1.0), (23399, 1.0), (21934, 1.0)]"
12828.0,"[(84879, 0.99642473), (21479, 0.99999976), (22992, 0.99998593), (23215, 0.99999964), (20977, 0.9904151), (23083, 0.9697094), (90170, 0.99997973), (23536, 0.82984436), (82605, 1.0), (23188, 0.99995494)]"
12829.0,"[(22493, 0.9955592), (21479, 0.99952817), (22191, 0.9950334), (23203, 0.99760556), (23539, 0.78022903), (8507112, 0.8597832), (9001011, 0.99510455), (21664, 1.0), (7916111, 0.98977786), (22435, 0.92638063)]"
12830.0,"[(23203, 0.99965894), (22992, 0.9999993), (22991, 0.99999785), (21731, 0.99998116), (22620, 0.99997663), (22952, 0.92242444), (23078, 0.98963636), (85095, 0.9963122), (22918, 0.8825975), (23411, 0.9999994)]"
12831.0,"[(21430, 0.99658954), (23203, 0.99986076), (21479, 0.9992526), (84879, 0.8295852), (21677, 0.99799216), (22908, 0.9999999), (20828, 0.99983037), (90155, 1.0), (85141, 1.0), (23204, 0.9999236)]"
12832.0,"[(22991, 0.9999827), (21430, 0.9999957), (22191, 0.99894196), (22992, 0.9999995), (22041, 0.85017896), (8474511, 0.99992275), (23547, 0.92823356), (84452, 0.9988061), (8499312, 0.99993193), (23209, 0.99971205)]"
12833.0,"[(22493, 0.99988425), (23203, 0.9809694), (22992, 0.9974235), (21430, 0.9972314), (8501913, 1.0), (9001111, 1.0), (21189, 0.9999995), (23496, 1.0), (22441, 0.9999777), (6207412, 0.99881977)]"
12834.0,"[(23215, 0.9985343), (22197, 0.9979024), (84879, 0.9985807), (21731, 0.99716896), (23102, 1.0), (23154, 1.0), (21632, 1.0), (35923, 1.0), (9000314, 1.0), (20967, 1.0)]"
12836.0,"[(23215, 0.9999362), (22561, 0.9998683), (23207, 0.9968154), (22991, 0.9999914), (8470513, 0.9825303), (5102012, 0.99818254), (21368, 0.9999999), (22427, 0.97041863), (21899, 0.7399785), (90194, 0.9998203)]"
12837.0,"[(22992, 0.9999993), (23215, 0.9998091), (21479, 0.99974257), (84879, 0.9999745), (22260, 0.86318547), (22386, 0.9996208), (23468, 1.0), (21832, 0.9999956), (22524, 0.82444406), (4677614, 0.99788314)]"
12838.0,"[(22191, 0.99926597), (22991, 0.99994874), (21731, 0.9999881), (84879, 0.99543035), (22996, 0.9999994), (21774, 0.9733546), (22262, 0.877825), (22680, 0.75707746), (22505, 0.83206534), (1506012, 0.9855473)]"
12839.0,"[(22991, 0.9994862), (84879, 0.9960801), (22992, 0.9998306), (21479, 0.9999019), (23101, 0.95934594), (23032, 0.83201694), (8492615, 0.99999595), (3748811, 0.9999753), (3500133, 1.0), (8516312, 1.0)]"
12840.0,"[(22991, 0.989815), (84879, 0.9999435), (22191, 0.9967705), (22197, 0.9999635), (4755612, 0.96620184), (21204, 0.9985123), (4701311, 1.0), (23336, 0.9661126), (1710714, 0.99999475), (9021428, 1.0)]"
12841.0,"[(22991, 0.9450271), (22191, 0.9950696), (23203, 0.9999993), (23215, 0.92047375), (20894, 1.0), (21822, 0.9075803), (23205, 1.0), (21187, 1.0), (23513, 0.99999976), (23380, 0.89027244)]"
12842.0,"[(22197, 0.92374665), (23215, 0.9582197), (22992, 0.8482755), (21479, 0.9681309), (21801, 0.86747634), (22915, 1.0), (22189, 1.0), (8261312, 0.99999833), (21989, 0.9010493), (23412, 0.92856675)]"
12843.0,"[(84879, 0.9999988), (22992, 0.9999807), (23215, 0.99842936), (23203, 0.99994457), (23182, 0.99999106), (21547, 0.9954841), (8445911, 1.0), (90033, 0.99818677), (22375, 0.92445487), (8459515, 0.83835953)]"
12844.0,"[(23203, 0.998946), (21430, 0.9582124), (22991, 0.999995), (21731, 0.99990416), (21744, 0.92471373), (21714, 0.9987562), (22362, 0.98298496), (21239, 0.9999287), (22055, 0.9999994), (3580912, 0.9999943)]"
12845.0,"[(23203, 0.99911326), (22991, 0.9998553), (22197, 0.999977), (21430, 0.99831104), (22910, 0.99999416), (47471, 1.0), (37413, 0.85890293), (20978, 0.9999788), (3561012, 1.0), (22764, 1.0)]"
12847.0,"[(84879, 0.57651275), (22493, 0.68782276), (21479, 1.0), (22191, 1.0), (44236, 0.80873394), (22315, 1.0), (8498911, 0.9999999), (75131, 1.0), (9021432, 0.98533326), (9019511, 0.8921545)]"
12849.0,"[(22991, 0.9999999), (23215, 0.99997306), (22197, 0.99952257), (21430, 0.9966305), (48111, 0.9966677), (21033, 0.8351958), (20794, 0.99996376), (1505612, 0.99867517), (35966, 1.0), (22381, 0.9999987)]"
12851.0,"[(21479, 0.9999255), (21430, 0.9998419), (22992, 0.99813616), (22493, 0.9999993), (8492411, 1.0), (22758, 0.7083064), (22561, 0.99997485), (8455912, 0.9532693), (8513012, 0.97940534), (8503213, 1.0)]"
12852.0,"[(84879, 0.99993575), (23215, 0.99840075), (22191, 0.99999917), (22991, 0.9999995), (23015, 0.9999802), (75172, 0.99996865), (23245, 0.8743582), (23550, 0.89744836), (22039, 0.99999964), (8523012, 1.0)]"
12853.0,"[(21430, 0.5606048), (84879, 0.71193963), (23215, 1.0), (22992, 1.0), (22400, 1.0), (22798, 1.0), (23330, 0.8492623), (21888, 1.0), (20782, 0.99645835), (84813, 1.0)]"
12854.0,"[(23203, 0.999318), (22991, 0.9999298), (21430, 0.9954254), (22992, 0.99999905), (23040, 1.0), (21851, 1.0), (22912, 0.7707566), (20697, 0.96324843), (22089, 0.71330017), (22780, 0.8846755)]"
12855.0,"[(23203, 0.9876736), (21479, 0.9999964), (21731, 1.0), (21430, 0.99999654), (23008, 0.9942226), (4000512, 1.0), (23400, 1.0), (22780, 1.0), (22092, 0.9984737), (21445, 1.0)]"
12856.0,"[(84879, 0.99932647), (22191, 0.7518272), (22564, 0.9956126), (21430, 0.9988877), (21896, 0.8450469), (45013, 0.9934863), (21463, 1.0), (22966, 0.99999976), (22825, 1.0), (9019913, 1.0)]"
12857.0,"[(22197, 0.99884903), (84879, 0.9999057), (22991, 0.9977586), (23203, 0.9999776), (22953, 0.99998736), (21933, 0.9998498), (22497, 0.73156667), (44265, 0.9329915), (8450813, 0.9939978), (22897, 0.99568594)]"
12863.0,"[(22191, 0.8279225), (23215, 1.0), (21479, 1.0), (21430, 0.72461045), (21196, 0.8400657), (23403, 0.9981408), (8440212, 0.9990729), (22638, 1.0), (21696, 0.99996793), (22664, 0.77932036)]"
12864.0,"[(23215, 0.99995315), (22992, 0.9992274), (21430, 0.9999596), (23203, 0.99979717), (9001112, 1.0), (22621, 0.9846215), (23483, 0.9999937), (22048, 1.0), (23508, 0.9994349), (47580, 0.9999683)]"
12865.0,"[(21479, 0.999995), (22992, 0.99896395), (84879, 0.99336183), (22197, 0.99831176), (21157, 1.0), (22818, 0.9999273), (23454, 0.9983119), (22106, 1.0), (22638, 0.9327756), (23393, 0.9902614)]"
12866.0,"[(22992, 0.9923613), (84879, 0.9736694), (22191, 0.93454325), (22991, 0.99771345), (22295, 0.99995196), (21164, 0.7147896), (22363, 0.989638), (20963, 0.90780586), (22855, 0.99977905), (23522, 0.81362695)]"
12867.0,"[(22493, 0.98376703), (23215, 0.9999839), (22992, 0.98395663), (22991, 0.99999297), (23346, 0.9998764), (23511, 0.999997), (21873, 0.9360347), (22084, 0.99998903), (21145, 0.99112564), (22270, 0.999979)]"
12868.0,"[(23203, 0.84987855), (23215, 1.0), (21430, 0.9999709), (21731, 0.9995726), (23124, 0.9999994), (9003914, 0.9999987), (21287, 0.9826462), (22480, 0.99548364), (84051, 0.9999504), (21358, 0.9999999)]"
12871.0,"[(84879, 0.9996406), (22191, 0.99999356), (22991, 0.9999999), (23215, 0.9999001), (9014114, 1.0), (22274, 0.99999833), (23226, 0.9999999), (21871, 0.93594384), (22943, 0.9930264), (22286, 0.7933251)]"
12872.0,"[(22992, 0.9999969), (22191, 0.99513537), (21479, 0.99990284), (23215, 0.9986808), (21973, 1.0), (21042, 0.9933868), (23233, 0.71124506), (22179, 1.0), (1504413, 0.7849411), (21846, 1.0)]"
12873.0,"[(22992, 1.0), (21731, 0.99991524), (84879, 0.9929173), (22191, 0.9829869), (21088, 0.8450765), (82551, 0.9941744), (23661, 0.91980773), (22148, 0.9301498), (90086, 0.9891271), (21622, 0.7550983)]"
12875.0,"[(22991, 0.9999999), (23203, 0.9999629), (84879, 0.9999703), (21731, 0.999985), (21420, 1.0), (9012514, 1.0), (23031, 0.99452835), (22717, 0.9998373), (1505811, 0.99996686), (21670, 0.9999943)]"
12876.0,"[(22561, 0.9999809), (84879, 0.9999778), (22493, 0.99992), (23215, 0.99999976), (21208, 1.0), (22231, 1.0), (21408, 0.85188407), (23137, 0.9999964), (22935, 1.0), (22744, 0.9999752)]"
12877.0,"[(22197, 1.0), (22493, 0.9970751), (22991, 0.75370634), (22561, 1.0), (22124, 1.0), (85145, 0.9999974), (90147, 1.0), (20777, 1.0), (22573, 0.8460789), (23547, 1.0)]"
12878.0,"[(22991, 0.6574068), (22197, 1.0), (22992, 1.0), (23215, 1.0), (20998, 0.9987142), (22241, 0.7487534), (20655, 0.9999982), (8474511, 1.0), (23505, 1.0), (23548, 1.0)]"
12879.0,"[(22197, 0.99915457), (84879, 0.99976486), (22991, 0.999956), (21731, 0.99998486), (21181, 0.977358), (21643, 1.0), (23503, 0.9992084), (8497129, 0.9999783), (23003, 0.99998164), (7903014, 0.9998964)]"
12881.0,"[(22197, 0.99847287), (21430, 0.99925154), (21479, 0.9999974), (23215, 0.9898475), (21849, 1.0), (21389, 0.84385294), (21352, 1.0), (23311, 0.9989642), (8479512, 0.70513785), (22478, 1.0)]"
12882.0,"[(22991, 0.99996126), (22191, 0.9998666), (21731, 0.9999937), (23215, 0.9997917), (7504922, 1.0), (22975, 0.99457765), (22335, 0.99884415), (23217, 0.8617117), (23256, 0.9803852), (21018, 1.0)]"
12883.0,"[(21731, 0.9998616), (21430, 0.99935), (22191, 0.9999989), (22197, 0.9995999), (3563812, 0.99996674), (7235112, 0.942588), (23538, 0.9997991), (22891, 1.0), (1709014, 1.0), (23231, 0.99999976)]"
12884.0,"[(21479, 0.99999845), (21430, 0.99995923), (22991, 1.0), (23203, 0.9999994), (85062, 0.99135053), (72586, 0.99999917), (22607, 0.80469847), (23530, 0.9999279), (9017811, 0.9999889), (23055, 1.0)]"
12885.0,"[(22197, 0.90480155), (22191, 0.89679474), (22992, 0.9944682), (22991, 1.0), (8513111, 1.0), (47580, 1.0), (7279913, 1.0), (21259, 0.9997906), (22521, 0.8184955), (21879, 0.999908)]"
12886.0,"[(23215, 0.99999976), (23203, 0.99979), (22197, 0.9999845), (21479, 0.9999981), (8501712, 0.9999982), (7903014, 0.85411215), (84854, 1.0), (22272, 0.9830335), (21904, 1.0), (21365, 0.99976414)]"
12888.0,"[(21430, 0.9999515), (21479, 0.9872278), (84879, 0.99989104), (22197, 0.99897087), (22757, 0.99983644), (3509511, 0.9062731), (22659, 0.95335686), (23406, 0.9999974), (22814, 0.9768545), (22384, 0.96891963)]"
12890.0,"[(22493, 0.97207445), (22561, 0.9999814), (21430, 0.9999995), (21479, 0.9998166), (21982, 0.999995), (90072, 1.0), (23348, 1.0), (23086, 0.9999994), (23147, 0.9928531), (79000, 0.9999989)]"
12891.0,"[(84879, 0.9978002), (21430, 0.99568474), (21731, 0.9924131), (21479, 0.9990808), (22179, 0.99999857), (90033, 0.99923396), (4817313, 0.99827147), (21907, 0.998212), (84616, 0.9999995), (84452, 0.9632571)]"
12893.0,"[(21731, 1.0), (23203, 0.99999666), (84879, 0.98933), (22197, 0.9992669), (21906, 1.0), (8201113, 0.9959949), (8453612, 0.98634315), (21363, 1.0), (22227, 1.0), (22563, 0.89582354)]"
12895.0,"[(84879, 0.9982659), (21479, 0.999977), (21430, 0.99993813), (22992, 0.9999993), (22475, 0.9999981), (23457, 0.819683), (90069, 1.0), (9006412, 0.9442845), (23120, 0.9995634), (22851, 0.8264092)]"
12897.0,"[(22992, 0.9988846), (21731, 0.9999981), (21479, 0.9999238), (23215, 0.9870095), (20658, 0.8996402), (21259, 0.9996561), (22263, 0.998086), (20766, 0.99998164), (21519, 0.9999198), (21200, 0.98124915)]"
12901.0,"[(84879, 0.99999654), (23203, 0.9999912), (21731, 0.9999999), (21430, 0.9999865), (8466011, 1.0), (10002, 0.9999999), (21246, 0.9999715), (84231, 1.0), (84462, 1.0), (22925, 1.0)]"
12902.0,"[(21479, 0.98427886), (23215, 0.9995578), (23203, 0.9983612), (22197, 0.9996643), (21340, 0.9896685), (7280213, 0.7166242), (82482, 0.99935466), (22964, 0.99999225), (8517911, 1.0), (1615629, 0.99999917)]"
12904.0,"[(23215, 0.9998903), (22991, 0.99709094), (22992, 0.999998), (21731, 0.9966184), (22684, 0.9575732), (22966, 0.9999318), (22831, 0.774781), (22838, 0.99999464), (22633, 0.9163696), (22675, 0.99992347)]"
12906.0,"[(23207, 0.9946307), (21479, 0.93409187), (22564, 0.9998142), (22197, 0.99896824), (21933, 0.97801083), (90133, 1.0), (23103, 0.74923617), (21503, 0.8300452), (85084, 0.99999666), (22442, 1.0)]"
12908.0,"[(22197, 0.9975804), (84879, 0.99969363), (23215, 0.99989057), (23203, 0.9982426), (23467, 1.0), (21068, 0.99995697), (8495111, 0.99999976), (22672, 0.73771894), (21668, 0.99996424), (21471, 0.9993807)]"
12909.0,"[(84879, 0.9995378), (21731, 1.0), (22493, 0.99999917), (21430, 0.99972993), (8503612, 0.9764009), (85104, 0.99999976), (21917, 1.0), (22618, 0.9497889), (21793, 0.9999988), (23079, 0.8275502)]"
12910.0,"[(21731, 0.9999999), (84879, 0.99974495), (23215, 0.9998498), (21430, 0.9999995), (3563711, 0.9999939), (84945, 1.0), (22854, 1.0), (22912, 0.91661435), (22641, 0.9999994), (22269, 0.7711891)]"
12912.0,"[(22197, 0.9682828), (23215, 0.8771529), (22992, 0.78201085), (23203, 0.92172205), (85214, 1.0), (9020212, 0.9811131), (8480022, 0.73514336), (85062, 0.8982544), (8459515, 1.0), (21929, 1.0)]"
12913.0,"[(22493, 0.99999976), (22197, 0.9977277), (21479, 0.9999999), (22991, 0.9992448), (23129, 0.9999974), (22823, 0.9142936), (23396, 0.9410415), (23537, 1.0), (84755, 0.9999995), (8201112, 0.80919653)]"
12915.0,"[(22197, 0.5883557), (22191, 0.624385), (23203, 1.0), (21430, 0.5960964), (84675, 0.9999999), (20666, 1.0), (22791, 1.0), (23410, 0.99999857), (7279915, 1.0), (23137, 1.0)]"
12916.0,"[(22197, 0.9962333), (23203, 0.9386333), (23215, 1.0), (21479, 0.93122053), (22978, 0.98532224), (7903014, 0.999998), (20838, 0.9485551), (22349, 0.7477077), (22154, 0.99999297), (22420, 1.0)]"
12917.0,"[(22991, 0.99999905), (21731, 0.9998882), (84879, 0.96757925), (21479, 0.9589032), (20973, 0.9890617), (23284, 0.96890223), (23370, 0.7239945), (85178, 0.81726205), (22754, 0.92811936), (22410, 0.7133794)]"
12919.0,"[(21430, 0.79060525), (22191, 0.7764518), (21731, 0.87674487), (22991, 1.0), (21200, 0.9999999), (44265, 1.0), (84077, 1.0), (9000314, 1.0), (21226, 1.0), (22184, 1.0)]"
12920.0,"[(22992, 0.99971205), (23203, 0.99724317), (21430, 0.9999714), (21479, 0.99984837), (22153, 1.0), (21865, 0.98071724), (23173, 0.9998209), (8523011, 0.99999905), (22521, 0.9999933), (22498, 0.95448655)]"
12921.0,"[(22992, 0.99999666), (22191, 0.9999888), (23215, 0.9997904), (23207, 0.9999999), (22277, 0.99998116), (9020014, 0.7043272), (23266, 0.7573798), (1701314, 1.0), (1700712, 1.0), (23012, 1.0)]"
12922.0,"[(21430, 0.99977726), (23215, 0.99929035), (22991, 0.99991405), (21731, 0.9997975), (22829, 0.87511605), (23221, 0.95865524), (7280713, 0.8827044), (23247, 0.99873453), (72130, 0.9737074), (22202, 1.0)]"
12923.0,"[(22191, 0.96899915), (22991, 1.0), (22197, 0.9997546), (22992, 0.9999373), (21415, 0.99997187), (22610, 0.9999993), (84820, 0.99999785), (23217, 1.0), (22214, 1.0), (22260, 1.0)]"
12924.0,"[(23203, 0.9973617), (21430, 0.98572886), (21731, 0.9997645), (21479, 0.9936727), (20619, 0.9963971), (21284, 0.8159585), (82552, 0.9624624), (1616223, 0.999736), (21209, 0.9998834), (21469, 0.99986887)]"
12925.0,"[(22991, 0.9999949), (22493, 0.9999989), (22191, 0.999835), (21479, 0.99998045), (23035, 0.9942082), (22545, 1.0), (84755, 0.98304623), (21245, 0.99744165), (23421, 0.7452552), (22152, 0.9959162)]"
12928.0,"[(22991, 0.9999479), (84879, 0.99982256), (22197, 0.9999176), (22493, 0.9998012), (90104, 1.0), (82552, 0.9570099), (23236, 0.849614), (23309, 0.99980944), (20984, 0.98961407), (22427, 0.9991548)]"
12929.0,"[(21430, 0.9999498), (84879, 0.9999641), (22197, 0.9690522), (22191, 0.9944395), (90055, 1.0), (21285, 0.9999995), (8498511, 0.9990213), (85215, 1.0), (22898, 0.9999901), (23220, 1.0)]"
12930.0,"[(22992, 0.9999999), (22197, 0.99636805), (22493, 0.99999297), (21430, 1.0), (22830, 0.999948), (8485912, 0.9843895), (23568, 0.9999999), (8518312, 0.99999046), (9001412, 0.9443987), (8517011, 1.0)]"
12931.0,"[(22979, 0.99872404), (23288, 0.9968635), (22720, 0.9574454), (23286, 0.99999416), (22632, 0.9938082), (23191, 0.8002972), (9021429, 0.99991226), (23510, 1.0), (22044, 0.95860165), (23317, 0.759564)]"
12933.0,"[(22197, 0.7431062), (21479, 1.0), (22991, 1.0), (23203, 0.92660993), (21275, 1.0), (71403, 1.0), (23496, 1.0), (9016014, 1.0), (22876, 1.0), (21520, 1.0)]"
12935.0,"[(21731, 0.97806746), (23203, 0.9999994), (22493, 0.99999964), (22991, 0.9999925), (22262, 0.991582), (9021422, 1.0), (22559, 0.8764137), (21377, 0.99977666), (23023, 1.0), (35653, 0.9996251)]"
12936.0,"[(21731, 0.9940752), (23215, 1.0), (84879, 1.0), (22992, 0.7555652), (8471111, 0.9999995), (22190, 0.83655536), (22763, 0.9999999), (8425117, 1.0), (3559811, 1.0), (22869, 0.89514214)]"
12937.0,"[(21479, 0.9999387), (21430, 1.0), (22197, 0.99999833), (22191, 0.9999999), (23490, 0.87411344), (21643, 0.7732782), (22734, 0.99977106), (84212, 0.9963558), (21537, 0.9999995), (21154, 0.9981014)]"
12938.0,"[(21479, 0.99999666), (22992, 0.975355), (22493, 0.99997544), (23215, 0.9996673), (15036, 0.9858145), (23239, 0.9165824), (1809711, 1.0), (22464, 0.9999993), (23265, 0.9997569), (8431313, 1.0)]"
12939.0,"[(23215, 1.0), (22197, 0.54846895), (21430, 0.49718508), (23203, 0.4907929), (22599, 0.9785864), (23697, 1.0), (22608, 1.0), (21448, 1.0), (22247, 0.8134515), (22267, 0.99967253)]"
12940.0,"[(22992, 0.9999007), (22561, 0.9995233), (22197, 0.9997919), (21479, 0.9999989), (23127, 0.99999976), (23060, 0.9997409), (22582, 1.0), (21126, 0.999913), (9020113, 0.9999995), (21028, 0.7121399)]"
12942.0,"[(22191, 0.99775875), (22561, 0.9999801), (22493, 0.9920265), (21479, 0.99585754), (8516911, 0.99999857), (20697, 0.9967175), (37413, 0.99798656), (8467312, 1.0), (22746, 0.82485914), (22183, 1.0)]"
12944.0,"[(22991, 0.9999856), (21731, 0.9999945), (22992, 0.99795496), (23203, 0.99980026), (23505, 0.97775203), (22891, 0.9399583), (8201111, 0.99946076), (22659, 0.95895416), (9021212, 0.9999999), (84854, 1.0)]"
12945.0,"[(22992, 0.9987974), (23203, 0.9988483), (21430, 0.99929166), (22191, 0.99999976), (22276, 0.9855818), (21509, 1.0), (22841, 0.9989579), (4600023, 0.99999976), (8503913, 1.0), (21260, 0.74190104)]"
12947.0,"[(22191, 0.99997985), (22991, 0.9996556), (23215, 0.9941684), (22197, 0.99999845), (22925, 0.9890632), (22119, 0.9999589), (8424715, 1.0), (23197, 0.9847578), (22065, 1.0), (22780, 0.9995797)]"
12948.0,"[(21430, 0.9999995), (22991, 0.9999993), (22191, 0.99978584), (21731, 0.99999905), (21070, 0.8658243), (22465, 0.9999999), (22877, 0.99998915), (7235111, 1.0), (23237, 0.9999999), (22856, 1.0)]"
12949.0,"[(22992, 0.99977523), (22561, 0.99972194), (23207, 0.999995), (23215, 0.9998987), (90145, 1.0), (23403, 0.8658615), (85195, 0.8087019), (84688, 0.99999976), (82615, 0.9999924), (16225, 0.9979874)]"
12950.0,"[(21731, 0.96240944), (21430, 1.0), (84879, 0.8897239), (22991, 0.9808998), (22282, 0.99777126), (3500417, 1.0), (75131, 0.8241382), (22476, 0.95991117), (21902, 1.0), (3559130, 1.0)]"
12951.0,"[(22991, 0.9992848), (22493, 0.8227291), (21430, 0.9999708), (84879, 0.9952858), (20758, 0.93814635), (20772, 0.9923764), (16043, 0.99984646), (23373, 0.9999398), (23150, 0.9999981), (8512914, 0.9999858)]"
12952.0,"[(22992, 0.9999764), (22561, 0.9999995), (22191, 0.999995), (22991, 0.99996233), (21715, 0.7785989), (22173, 0.9907918), (20658, 0.9999745), (8450911, 0.9999999), (22707, 0.9925079), (22060, 1.0)]"
12953.0,"[(23203, 0.99532664), (22991, 1.0), (22992, 0.99998593), (21479, 0.99999964), (84637, 1.0), (22262, 0.9999889), (23051, 0.9999993), (22233, 0.9934645), (22798, 0.7536452), (22905, 1.0)]"
12955.0,"[(23203, 0.9806598), (21479, 0.9999962), (21731, 0.9983589), (22191, 0.9999981), (9002414, 1.0), (35649, 0.99980634), (22064, 0.9907863), (8480212, 1.0), (21201, 1.0), (21832, 0.99993324)]"
12956.0,"[(21479, 0.9999982), (22493, 0.9970476), (23203, 0.9876338), (22191, 1.0), (21206, 1.0), (20702, 1.0), (8450812, 0.9986399), (21828, 1.0), (9021436, 1.0), (8513213, 0.9777569)]"
12957.0,"[(22493, 1.0), (21731, 1.0), (23215, 0.9999999), (21479, 0.988644), (22472, 0.99963844), (23285, 0.9999938), (22173, 0.9999957), (23294, 0.99975806), (37342, 0.9921848), (22334, 0.86455697)]"
12962.0,"[(22197, 0.99974793), (23203, 0.9989549), (21731, 0.9997422), (22191, 0.99999607), (84631, 1.0), (23539, 0.9999676), (22795, 0.786495), (9018011, 1.0), (22677, 0.97459614), (23057, 0.7877258)]"
12963.0,"[(22992, 0.99913126), (22191, 0.99899465), (21731, 0.9998878), (21479, 0.9970921), (9006411, 0.896484), (21716, 0.96565217), (22678, 0.99430203), (84950, 0.97134113), (22750, 1.0), (21420, 1.0)]"
12966.0,"[(84879, 0.99144465), (23203, 1.0), (22191, 0.9933142), (23215, 1.0), (8498411, 1.0), (23478, 0.94912374), (8491211, 0.9999999), (21911, 0.99999785), (23019, 0.9995697), (21714, 0.98775256)]"
12967.0,"[(21731, 0.99999523), (22493, 0.9956392), (84879, 0.998209), (22992, 0.9878956), (9001912, 1.0), (21199, 0.7753318), (20663, 1.0), (23458, 1.0), (22947, 1.0), (8520611, 0.9991289)]"
12968.0,"[(23215, 1.0), (21430, 0.9998729), (23203, 0.9951899), (22191, 0.9999651), (23159, 0.9955422), (23173, 0.9999894), (20767, 0.9855664), (22078, 0.8894187), (22706, 0.8858154), (22686, 0.8923152)]"
12970.0,"[(23203, 0.9961159), (22191, 0.99968827), (22992, 0.9993019), (21731, 0.9999691), (84422, 1.0), (9012012, 0.99999905), (23156, 0.999148), (22499, 0.9998367), (22603, 0.99885356), (22925, 0.99966156)]"
12971.0,"[(21479, 0.85148317), (22197, 0.99999726), (22992, 0.99968255), (21430, 0.9999993), (22954, 1.0), (4751816, 0.7382377), (23282, 0.9999839), (21623, 0.8889801), (22891, 0.96864665), (8424911, 0.9139548)]"
12974.0,"[(22191, 0.99997866), (22992, 0.99999225), (21731, 0.94928205), (84879, 0.9997763), (22252, 0.7047469), (8513212, 0.96497536), (22299, 0.92871183), (23515, 1.0), (15034, 0.9999769), (8492514, 0.7042401)]"
12976.0,"[(84879, 0.99821377), (22991, 0.9999918), (21430, 0.99998426), (22191, 0.99490005), (1708424, 0.98640823), (21907, 0.7783773), (21622, 1.0), (21289, 0.99999225), (20832, 0.95442355), (22304, 1.0)]"
12977.0,"[(23203, 1.0), (22197, 1.0), (21479, 0.9290744), (84879, 0.9871272), (48188, 0.99999297), (22995, 1.0), (22978, 0.7999573), (21018, 0.9999994), (21200, 0.9999999), (21032, 1.0)]"
12980.0,"[(22991, 0.9999672), (21430, 0.9999995), (84879, 0.99776375), (23203, 0.9999901), (37447, 0.99990654), (22116, 0.9094935), (48184, 0.98520315), (22247, 0.998257), (23576, 0.96599436), (90072, 1.0)]"
12981.0,"[(84879, 0.9992113), (21430, 0.999619), (23203, 0.9763741), (22191, 0.99991524), (21988, 0.9998827), (22446, 0.98710805), (23434, 0.93172395), (3749114, 0.98159283), (8455811, 0.8891261), (23555, 1.0)]"
12982.0,"[(22991, 0.9999263), (23215, 0.99999106), (21731, 0.999879), (23203, 0.9992711), (8453612, 0.99996793), (23207, 0.9993156), (22972, 0.9930825), (3744412, 1.0), (22564, 0.99842405), (20724, 0.9995596)]"
12984.0,"[(22197, 0.9962663), (21479, 0.9999759), (21430, 0.99972373), (22991, 0.99997556), (8503213, 1.0), (8503611, 0.99998176), (22662, 0.9992988), (8512412, 0.9973815), (21439, 0.99052423), (82600, 0.9978119)]"
12985.0,"[(22191, 0.9989122), (22991, 1.0), (21479, 1.0), (22493, 1.0), (84820, 0.99999917), (44265, 0.9989254), (23496, 0.99998724), (7906621, 0.87159026), (21313, 0.9999958), (22550, 0.9998621)]"
12987.0,"[(84879, 0.9999927), (21430, 0.9950867), (22191, 0.9998801), (22991, 0.9999504), (21212, 0.9571975), (23274, 0.9761279), (21818, 0.9381265), (22685, 0.9999747), (8503213, 0.9936547), (22329, 0.9984962)]"
12988.0,"[(23215, 1.0), (23203, 1.0), (21479, 0.99820304), (21731, 0.99988294), (84763, 1.0), (21898, 1.0), (21717, 1.0), (90071, 1.0), (22610, 0.71660805), (21126, 0.99712014)]"
12989.0,"[(22992, 0.99801993), (22191, 0.9999027), (22561, 0.99998665), (22197, 0.999718), (22541, 1.0), (23568, 0.7670697), (21132, 1.0), (21841, 0.97684777), (21931, 0.9999999), (85176, 0.99999976)]"
12990.0,"[(22191, 1.0), (22197, 0.97732043), (21430, 1.0), (21479, 0.90042925), (23300, 0.7996404), (22796, 0.74081415), (22257, 1.0), (8520512, 0.98361635), (90048, 1.0), (1505811, 1.0)]"
12991.0,"[(22493, 1.0), (23215, 0.7653235), (22191, 0.52451766), (22992, 1.0), (21792, 1.0), (22695, 1.0), (7906214, 0.935514), (21708, 0.8080757), (21538, 1.0), (7919014, 0.9999927)]"
12993.0,"[(23203, 0.99944097), (22197, 0.9992562), (21479, 0.99974483), (23215, 0.9999584), (4734111, 1.0), (8431313, 0.99989414), (35649, 0.99999976), (22766, 0.9541753), (23079, 1.0), (7279916, 0.875421)]"
